Library or Sample,Library Type,Grouped By,Group Name,Metric Name,Metric Value
Library,Gene Expression,Physical library ID,GEX_1,Mapped to genome,89.94%
Library,Gene Expression,Physical library ID,GEX_1,Mean reads per cell,"76,250"
Library,Gene Expression,Physical library ID,GEX_1,Number of reads,"213,423,414"
Library,Gene Expression,Physical library ID,GEX_1,Number of reads in the library,"213,423,414"
Library,Gene Expression,Physical library ID,GEX_1,Sequencing saturation,86.81%
Library,Gene Expression,Physical library ID,GEX_1,Valid UMIs,99.97%
Library,Gene Expression,Physical library ID,GEX_1,Valid barcodes,65.06%
Library,VDJ B,Fastq ID,CfdzDgHe_IMOTbrIP_bcr,Number of reads,"14,311,943"
Library,VDJ B,Fastq ID,CfdzDgHe_IMOTbrIP_bcr,Number of short reads skipped,0
Library,VDJ B,Fastq ID,CfdzDgHe_IMOTbrIP_bcr,Q30 RNA read,89.3%
Library,VDJ B,Fastq ID,CfdzDgHe_IMOTbrIP_bcr,Q30 UMI,94.8%
Library,VDJ B,Fastq ID,CfdzDgHe_IMOTbrIP_bcr,Q30 barcodes,95.4%
Library,VDJ B,Fastq ID,CfdzDgHe_IMOTbrIP_bcr (2),Number of reads,"14,409,051"
Library,VDJ B,Fastq ID,CfdzDgHe_IMOTbrIP_bcr (2),Number of short reads skipped,0
Library,VDJ B,Fastq ID,CfdzDgHe_IMOTbrIP_bcr (2),Q30 RNA read,88.9%
Library,VDJ B,Fastq ID,CfdzDgHe_IMOTbrIP_bcr (2),Q30 UMI,94.9%
Library,VDJ B,Fastq ID,CfdzDgHe_IMOTbrIP_bcr (2),Q30 barcodes,95.5%
Library,VDJ B,Physical library ID,VDJB_1,Estimated number of cells,900
Library,VDJ B,Physical library ID,VDJB_1,Fraction reads in cells,80.11%
Library,VDJ B,Physical library ID,VDJB_1,Mean reads per cell,"31,912"
Library,VDJ B,Physical library ID,VDJB_1,Mean used reads per cell,"12,207"
Library,VDJ B,Physical library ID,VDJB_1,Number of reads,"28,720,994"
Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGH,52.02%
Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGK,11.78%
Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGL,8.38%
Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to any V(D)J gene,72.20%
Library,VDJ B,Physical library ID,VDJB_1,Valid barcodes,86.71%
Library,VDJ T,Fastq ID,CfdzDgHe_IMOTbrIP_tcr,Number of reads,"27,439,298"
Library,VDJ T,Fastq ID,CfdzDgHe_IMOTbrIP_tcr,Number of short reads skipped,0
Library,VDJ T,Fastq ID,CfdzDgHe_IMOTbrIP_tcr,Q30 RNA read,91.8%
Library,VDJ T,Fastq ID,CfdzDgHe_IMOTbrIP_tcr,Q30 UMI,95.5%
Library,VDJ T,Fastq ID,CfdzDgHe_IMOTbrIP_tcr,Q30 barcodes,95.9%
Library,VDJ T,Fastq ID,CfdzDgHe_IMOTbrIP_tcr (2),Number of reads,"27,619,297"
Library,VDJ T,Fastq ID,CfdzDgHe_IMOTbrIP_tcr (2),Number of short reads skipped,0
Library,VDJ T,Fastq ID,CfdzDgHe_IMOTbrIP_tcr (2),Q30 RNA read,91.6%
Library,VDJ T,Fastq ID,CfdzDgHe_IMOTbrIP_tcr (2),Q30 UMI,95.6%
Library,VDJ T,Fastq ID,CfdzDgHe_IMOTbrIP_tcr (2),Q30 barcodes,96.0%
Library,VDJ T,Physical library ID,VDJT_1,Estimated number of cells,280
Library,VDJ T,Physical library ID,VDJT_1,Fraction reads in cells,10.29%
Library,VDJ T,Physical library ID,VDJT_1,Mean reads per cell,"196,638"
Library,VDJ T,Physical library ID,VDJT_1,Mean used reads per cell,"7,149"
Library,VDJ T,Physical library ID,VDJT_1,Number of reads,"55,058,595"
Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to TRA,5.21%
Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to TRB,7.15%
Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to any V(D)J gene,16.08%
Library,VDJ T,Physical library ID,VDJT_1,Valid barcodes,68.74%
Sample,Antibody Capture,,,Antibody reads usable per cell,"1,504"
Sample,Antibody Capture,,,Cells,"2,799"
Sample,Antibody Capture,,,Median UMI counts per cell,"1,036"
Sample,Gene Expression,,,Cells,"2,799"
Sample,Gene Expression,,,Confidently mapped antisense,10.30%
Sample,Gene Expression,,,Confidently mapped to exonic regions,51.00%
Sample,Gene Expression,,,Confidently mapped to genome,85.43%
Sample,Gene Expression,,,Confidently mapped to intergenic regions,19.97%
Sample,Gene Expression,,,Confidently mapped to intronic regions,14.46%
Sample,Gene Expression,,,Confidently mapped to transcriptome,39.24%
Sample,Gene Expression,,,Mapped to genome,93.01%
Sample,Gene Expression,,,Median UMI counts per cell,"1,052"
Sample,Gene Expression,,,Median genes per cell,547
Sample,Gene Expression,,,Median reads per cell,"20,380"
Sample,Gene Expression,,,Number of reads assigned to the sample,"85,342,555"
Sample,Gene Expression,,,Total genes detected,"17,351"
Sample,VDJ B,,,Cells with productive IGH contig,93.11%
Sample,VDJ B,,,Cells with productive IGK contig,37.78%
Sample,VDJ B,,,Cells with productive IGL contig,36.67%
Sample,VDJ B,,,"Cells with productive V-J spanning (IGK, IGH) pair",34.33%
Sample,VDJ B,,,"Cells with productive V-J spanning (IGL, IGH) pair",33.22%
Sample,VDJ B,,,Cells with productive V-J spanning pair,67.56%
Sample,VDJ B,,,Estimated number of cells,900
Sample,VDJ B,,,Median IGH UMIs per Cell,13
Sample,VDJ B,,,Median IGK UMIs per Cell,33
Sample,VDJ B,,,Median IGL UMIs per Cell,21
Sample,VDJ B,,,Number of cells with productive V-J spanning pair,608
Sample,VDJ B,,,Paired clonotype diversity,823.17
Sample,VDJ T,,,Cells with productive TRA contig,73.21%
Sample,VDJ T,,,Cells with productive TRB contig,97.50%
Sample,VDJ T,,,"Cells with productive V-J spanning (TRA, TRB) pair",70.71%
Sample,VDJ T,,,Cells with productive V-J spanning pair,70.71%
Sample,VDJ T,,,Estimated number of cells,280
Sample,VDJ T,,,Median TRA UMIs per Cell,6
Sample,VDJ T,,,Median TRB UMIs per Cell,23
Sample,VDJ T,,,Number of cells with productive V-J spanning pair,198
Sample,VDJ T,,,Paired clonotype diversity,266.67
