Library or Sample,Library Type,Grouped By,Group Name,Metric Name,Metric Value
Sample,Gene Expression,,,Median reads per cell,"17,692"
Sample,Gene Expression,,,Number of reads assigned to the sample,"80,769,554"
Sample,Gene Expression,,,Total genes detected,"17,417"
Sample,VDJ B,,,Cells with productive IGH contig,95.07%
Sample,VDJ B,,,Cells with productive IGK contig,37.97%
Sample,VDJ B,,,Cells with productive IGL contig,33.43%
Sample,VDJ B,,,"Cells with productive V-J spanning (IGK, IGH) pair",34.91%
Sample,VDJ B,,,"Cells with productive V-J spanning (IGL, IGH) pair",31.56%
Sample,VDJ B,,,Cells with productive V-J spanning pair,66.47%
Sample,VDJ B,,,Estimated number of cells,"1,014"
Sample,VDJ B,,,Median IGH UMIs per Cell,12
Sample,VDJ B,,,Median IGK UMIs per Cell,25
Sample,VDJ B,,,Median IGL UMIs per Cell,17
Sample,VDJ B,,,Number of cells with productive V-J spanning pair,674
Sample,VDJ B,,,Paired clonotype diversity,709.10
Sample,VDJ T,,,Cells with productive TRA contig,59.03%
Sample,VDJ T,,,Cells with productive TRB contig,97.57%
Sample,VDJ T,,,"Cells with productive V-J spanning (TRA, TRB) pair",56.60%
Sample,VDJ T,,,Cells with productive V-J spanning pair,56.60%
Sample,VDJ T,,,Estimated number of cells,288
Sample,VDJ T,,,Median TRA UMIs per Cell,5
Sample,VDJ T,,,Median TRB UMIs per Cell,19
Sample,VDJ T,,,Number of cells with productive V-J spanning pair,163
Sample,VDJ T,,,Paired clonotype diversity,222.97
