subproject,gem,Library or Sample,Library Type,Grouped By,Group Name,Metric Name,Metric Value
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Fastq ID,ifZOgenn_TpMNTvBa_gex (2),Q30 RNA read,91.9%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Fastq ID,ifZOgenn_TpMNTvBa_gex (2),Q30 UMI,96.6%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Fastq ID,ifZOgenn_TpMNTvBa_gex (2),Q30 barcodes,96.8%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped antisense,21.45%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to exonic regions,51.66%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to genome,77.50%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to intergenic regions,14.84%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to intronic regions,11.00%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to transcriptome,28.81%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Physical library ID,GEX_1,Estimated number of cells,"2,947"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Physical library ID,GEX_1,Fraction reads in cells,82.09%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Physical library ID,GEX_1,Mapped to genome,92.98%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Physical library ID,GEX_1,Mean reads per cell,"78,537"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Physical library ID,GEX_1,Number of reads,"231,447,964"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Physical library ID,GEX_1,Number of reads in the library,"231,447,964"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Physical library ID,GEX_1,Sequencing saturation,85.59%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Physical library ID,GEX_1,Valid UMIs,99.98%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,Gene Expression,Physical library ID,GEX_1,Valid barcodes,65.75%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Fastq ID,ifZOgenn_TpMNTvBa_bcr,Number of reads,"12,769,309"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Fastq ID,ifZOgenn_TpMNTvBa_bcr,Number of short reads skipped,0
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Fastq ID,ifZOgenn_TpMNTvBa_bcr,Q30 RNA read,92.2%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Fastq ID,ifZOgenn_TpMNTvBa_bcr,Q30 UMI,96.3%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Fastq ID,ifZOgenn_TpMNTvBa_bcr,Q30 barcodes,96.5%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Fastq ID,ifZOgenn_TpMNTvBa_bcr (2),Number of reads,"12,440,500"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Fastq ID,ifZOgenn_TpMNTvBa_bcr (2),Number of short reads skipped,0
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Fastq ID,ifZOgenn_TpMNTvBa_bcr (2),Q30 RNA read,91.3%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Fastq ID,ifZOgenn_TpMNTvBa_bcr (2),Q30 UMI,95.9%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Fastq ID,ifZOgenn_TpMNTvBa_bcr (2),Q30 barcodes,96.1%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Physical library ID,VDJB_1,Estimated number of cells,"1,166"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Physical library ID,VDJB_1,Fraction reads in cells,77.07%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Physical library ID,VDJB_1,Mean reads per cell,"21,621"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Physical library ID,VDJB_1,Mean used reads per cell,"7,619"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Physical library ID,VDJB_1,Number of reads,"25,209,809"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGH,49.48%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGK,11.70%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGL,11.87%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to any V(D)J gene,73.09%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ B,Physical library ID,VDJB_1,Valid barcodes,88.25%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Fastq ID,ifZOgenn_TpMNTvBa_tcr,Number of reads,"27,971,556"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Fastq ID,ifZOgenn_TpMNTvBa_tcr,Number of short reads skipped,0
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Fastq ID,ifZOgenn_TpMNTvBa_tcr,Q30 RNA read,92.6%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Fastq ID,ifZOgenn_TpMNTvBa_tcr,Q30 UMI,96.7%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Fastq ID,ifZOgenn_TpMNTvBa_tcr,Q30 barcodes,96.8%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Fastq ID,ifZOgenn_TpMNTvBa_tcr (2),Number of reads,"27,265,131"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Fastq ID,ifZOgenn_TpMNTvBa_tcr (2),Number of short reads skipped,0
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Fastq ID,ifZOgenn_TpMNTvBa_tcr (2),Q30 RNA read,91.8%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Fastq ID,ifZOgenn_TpMNTvBa_tcr (2),Q30 UMI,96.2%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Fastq ID,ifZOgenn_TpMNTvBa_tcr (2),Q30 barcodes,96.3%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Physical library ID,VDJT_1,Estimated number of cells,330
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Physical library ID,VDJT_1,Fraction reads in cells,20.98%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Physical library ID,VDJT_1,Mean reads per cell,"167,384"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Physical library ID,VDJT_1,Mean used reads per cell,"18,356"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Physical library ID,VDJT_1,Number of reads,"55,236,687"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to TRA,11.74%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to TRB,19.19%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to any V(D)J gene,31.38%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Library,VDJ T,Physical library ID,VDJT_1,Valid barcodes,75.51%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Antibody Capture,,,Antibody reads usable per cell,"1,045"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Antibody Capture,,,Cells,"2,947"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Antibody Capture,,,Median UMI counts per cell,461
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Gene Expression,,,Cells,"2,947"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Gene Expression,,,Confidently mapped antisense,11.49%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Gene Expression,,,Confidently mapped to exonic regions,60.30%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Gene Expression,,,Confidently mapped to genome,85.76%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Gene Expression,,,Confidently mapped to intergenic regions,12.69%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Gene Expression,,,Confidently mapped to intronic regions,12.77%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Gene Expression,,,Confidently mapped to transcriptome,47.10%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Gene Expression,,,Mapped to genome,94.38%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Gene Expression,,,Median UMI counts per cell,"1,724"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Gene Expression,,,Median genes per cell,806
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Gene Expression,,,Median reads per cell,"23,412"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Gene Expression,,,Number of reads assigned to the sample,"108,792,427"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,Gene Expression,,,Total genes detected,"18,373"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ B,,,Cells with productive IGH contig,90.65%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ B,,,Cells with productive IGK contig,39.19%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ B,,,Cells with productive IGL contig,55.57%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ B,,,"Cells with productive V-J spanning (IGK, IGH) pair",33.79%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ B,,,"Cells with productive V-J spanning (IGL, IGH) pair",51.63%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ B,,,Cells with productive V-J spanning pair,83.19%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ B,,,Estimated number of cells,"1,166"
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ B,,,Median IGH UMIs per Cell,19
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ B,,,Median IGK UMIs per Cell,50
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ B,,,Median IGL UMIs per Cell,56
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ B,,,Number of cells with productive V-J spanning pair,970
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ B,,,Paired clonotype diversity,775.12
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ T,,,Cells with productive TRA contig,87.88%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ T,,,Cells with productive TRB contig,99.09%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ T,,,"Cells with productive V-J spanning (TRA, TRB) pair",86.97%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ T,,,Cells with productive V-J spanning pair,86.97%
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ T,,,Estimated number of cells,330
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ T,,,Median TRA UMIs per Cell,9
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ T,,,Median TRB UMIs per Cell,25
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ T,,,Number of cells with productive V-J spanning pair,287
BCLLATLAS_33,ifZOgenn_TpMNTvBa,Sample,VDJ T,,,Paired clonotype diversity,318.42
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Fastq ID,mLuLpVxi_v0fLyotc_csp,Number of reads,"21,558,721"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Fastq ID,mLuLpVxi_v0fLyotc_csp,Number of short reads skipped,0
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Fastq ID,mLuLpVxi_v0fLyotc_csp,Q30 RNA read,97.0%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Fastq ID,mLuLpVxi_v0fLyotc_csp,Q30 UMI,97.2%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Fastq ID,mLuLpVxi_v0fLyotc_csp,Q30 barcodes,97.5%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Fastq ID,mLuLpVxi_v0fLyotc_csp (2),Number of reads,"19,165,838"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Fastq ID,mLuLpVxi_v0fLyotc_csp (2),Number of short reads skipped,0
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Fastq ID,mLuLpVxi_v0fLyotc_csp (2),Q30 RNA read,96.6%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Fastq ID,mLuLpVxi_v0fLyotc_csp (2),Q30 UMI,96.6%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Fastq ID,mLuLpVxi_v0fLyotc_csp (2),Q30 barcodes,96.9%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Physical library ID,ABC_1,Estimated number of cells,"2,649"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Physical library ID,ABC_1,Fraction antibody reads,97.18%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Physical library ID,ABC_1,Fraction antibody reads in aggregate barcodes,29.40%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Physical library ID,ABC_1,Fraction antibody reads usable,11.66%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Physical library ID,ABC_1,Fraction reads in cells,12.41%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Physical library ID,ABC_1,Fraction unrecognized antibody,2.82%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Physical library ID,ABC_1,Mean reads per cell,"15,374"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Physical library ID,ABC_1,Number of reads,"40,724,559"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Physical library ID,ABC_1,Valid UMIs,100.00%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Antibody Capture,Physical library ID,ABC_1,Valid barcodes,98.42%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Fastq ID,mLuLpVxi_v0fLyotc_gex,Number of reads,"132,675,496"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Fastq ID,mLuLpVxi_v0fLyotc_gex,Number of short reads skipped,0
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Fastq ID,mLuLpVxi_v0fLyotc_gex,Q30 RNA read,92.8%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Fastq ID,mLuLpVxi_v0fLyotc_gex,Q30 UMI,97.1%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Fastq ID,mLuLpVxi_v0fLyotc_gex,Q30 barcodes,97.2%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Fastq ID,mLuLpVxi_v0fLyotc_gex (2),Number of reads,"129,885,291"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Fastq ID,mLuLpVxi_v0fLyotc_gex (2),Number of short reads skipped,0
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Fastq ID,mLuLpVxi_v0fLyotc_gex (2),Q30 RNA read,92.4%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Fastq ID,mLuLpVxi_v0fLyotc_gex (2),Q30 UMI,96.6%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Fastq ID,mLuLpVxi_v0fLyotc_gex (2),Q30 barcodes,96.8%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped antisense,21.48%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to exonic regions,52.69%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to genome,77.90%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to intergenic regions,14.68%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to intronic regions,10.53%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to transcriptome,29.79%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Physical library ID,GEX_1,Estimated number of cells,"2,649"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Physical library ID,GEX_1,Fraction reads in cells,78.85%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Physical library ID,GEX_1,Mapped to genome,93.83%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Physical library ID,GEX_1,Mean reads per cell,"99,117"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Physical library ID,GEX_1,Number of reads,"262,560,787"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Physical library ID,GEX_1,Number of reads in the library,"262,560,787"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Physical library ID,GEX_1,Sequencing saturation,85.34%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Physical library ID,GEX_1,Valid UMIs,99.98%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,Gene Expression,Physical library ID,GEX_1,Valid barcodes,65.60%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Fastq ID,mLuLpVxi_v0fLyotc_bcr,Number of reads,"17,872,906"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Fastq ID,mLuLpVxi_v0fLyotc_bcr,Number of short reads skipped,0
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Fastq ID,mLuLpVxi_v0fLyotc_bcr,Q30 RNA read,92.2%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Fastq ID,mLuLpVxi_v0fLyotc_bcr,Q30 UMI,96.2%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Fastq ID,mLuLpVxi_v0fLyotc_bcr,Q30 barcodes,96.3%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Fastq ID,mLuLpVxi_v0fLyotc_bcr (2),Number of reads,"17,401,604"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Fastq ID,mLuLpVxi_v0fLyotc_bcr (2),Number of short reads skipped,0
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Fastq ID,mLuLpVxi_v0fLyotc_bcr (2),Q30 RNA read,91.5%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Fastq ID,mLuLpVxi_v0fLyotc_bcr (2),Q30 UMI,95.8%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Fastq ID,mLuLpVxi_v0fLyotc_bcr (2),Q30 barcodes,96.0%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Physical library ID,VDJB_1,Estimated number of cells,"1,362"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Physical library ID,VDJB_1,Fraction reads in cells,76.24%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Physical library ID,VDJB_1,Mean reads per cell,"25,899"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Physical library ID,VDJB_1,Mean used reads per cell,"8,102"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Physical library ID,VDJB_1,Number of reads,"35,274,510"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGH,42.03%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGK,15.26%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGL,13.90%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to any V(D)J gene,71.25%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ B,Physical library ID,VDJB_1,Valid barcodes,89.27%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ T,Fastq ID,mLuLpVxi_v0fLyotc_tcr,Number of reads,"44,792,986"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ T,Fastq ID,mLuLpVxi_v0fLyotc_tcr,Number of short reads skipped,0
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ T,Fastq ID,mLuLpVxi_v0fLyotc_tcr,Q30 RNA read,92.7%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ T,Fastq ID,mLuLpVxi_v0fLyotc_tcr,Q30 UMI,96.3%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ T,Fastq ID,mLuLpVxi_v0fLyotc_tcr,Q30 barcodes,96.4%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ T,Fastq ID,mLuLpVxi_v0fLyotc_tcr (2),Number of reads,"46,059,973"
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ T,Fastq ID,mLuLpVxi_v0fLyotc_tcr (2),Number of short reads skipped,0
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ T,Fastq ID,mLuLpVxi_v0fLyotc_tcr (2),Q30 RNA read,93.4%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ T,Fastq ID,mLuLpVxi_v0fLyotc_tcr (2),Q30 UMI,96.8%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ T,Fastq ID,mLuLpVxi_v0fLyotc_tcr (2),Q30 barcodes,96.9%
BCLLATLAS_33,mLuLpVxi_v0fLyotc,Library,VDJ T,Physical library ID,VDJT_1,Estimated number of cells,304
