Library or Sample,Library Type,Grouped By,Group Name,Metric Name,Metric Value
Library,Gene Expression,Fastq ID,HjqdPU0E_aGDmEY5F_gex (2),Number of reads,"116,439,520"
Library,Gene Expression,Fastq ID,HjqdPU0E_aGDmEY5F_gex (2),Number of short reads skipped,0
Library,Gene Expression,Fastq ID,HjqdPU0E_aGDmEY5F_gex (2),Q30 RNA read,93.8%
Library,Gene Expression,Fastq ID,HjqdPU0E_aGDmEY5F_gex (2),Q30 UMI,97.1%
Library,Gene Expression,Fastq ID,HjqdPU0E_aGDmEY5F_gex (2),Q30 barcodes,97.4%
Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped antisense,19.89%
Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to exonic regions,48.43%
Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to genome,82.92%
Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to intergenic regions,24.37%
Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to intronic regions,10.12%
Library,Gene Expression,Physical library ID,GEX_1,Confidently mapped to transcriptome,27.28%
Library,Gene Expression,Physical library ID,GEX_1,Estimated number of cells,"3,166"
Library,Gene Expression,Physical library ID,GEX_1,Fraction reads in cells,61.12%
Library,Gene Expression,Physical library ID,GEX_1,Mapped to genome,95.97%
Library,Gene Expression,Physical library ID,GEX_1,Mean reads per cell,"73,122"
Library,Gene Expression,Physical library ID,GEX_1,Number of reads,"231,503,427"
Library,Gene Expression,Physical library ID,GEX_1,Number of reads in the library,"231,503,427"
Library,Gene Expression,Physical library ID,GEX_1,Sequencing saturation,85.98%
Library,Gene Expression,Physical library ID,GEX_1,Valid UMIs,99.97%
Library,Gene Expression,Physical library ID,GEX_1,Valid barcodes,63.78%
Library,VDJ B,Fastq ID,HjqdPU0E_aGDmEY5F_bcr,Number of reads,"12,907,479"
Library,VDJ B,Fastq ID,HjqdPU0E_aGDmEY5F_bcr,Number of short reads skipped,0
Library,VDJ B,Fastq ID,HjqdPU0E_aGDmEY5F_bcr,Q30 RNA read,91.7%
Library,VDJ B,Fastq ID,HjqdPU0E_aGDmEY5F_bcr,Q30 UMI,95.6%
Library,VDJ B,Fastq ID,HjqdPU0E_aGDmEY5F_bcr,Q30 barcodes,95.9%
Library,VDJ B,Fastq ID,HjqdPU0E_aGDmEY5F_bcr (2),Number of reads,"13,093,985"
Library,VDJ B,Fastq ID,HjqdPU0E_aGDmEY5F_bcr (2),Number of short reads skipped,0
Library,VDJ B,Fastq ID,HjqdPU0E_aGDmEY5F_bcr (2),Q30 RNA read,91.2%
Library,VDJ B,Fastq ID,HjqdPU0E_aGDmEY5F_bcr (2),Q30 UMI,95.6%
Library,VDJ B,Fastq ID,HjqdPU0E_aGDmEY5F_bcr (2),Q30 barcodes,95.9%
Library,VDJ B,Physical library ID,VDJB_1,Estimated number of cells,503
Library,VDJ B,Physical library ID,VDJB_1,Fraction reads in cells,78.37%
Library,VDJ B,Physical library ID,VDJB_1,Mean reads per cell,"51,693"
Library,VDJ B,Physical library ID,VDJB_1,Mean used reads per cell,"14,072"
Library,VDJ B,Physical library ID,VDJB_1,Number of reads,"26,001,464"
Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGH,48.51%
Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGK,20.38%
Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to IGL,13.19%
Library,VDJ B,Physical library ID,VDJB_1,Reads mapped to any V(D)J gene,82.17%
Library,VDJ B,Physical library ID,VDJB_1,Valid barcodes,92.21%
Library,VDJ T,Fastq ID,HjqdPU0E_aGDmEY5F_tcr,Number of reads,"31,745,623"
Library,VDJ T,Fastq ID,HjqdPU0E_aGDmEY5F_tcr,Number of short reads skipped,0
Library,VDJ T,Fastq ID,HjqdPU0E_aGDmEY5F_tcr,Q30 RNA read,92.9%
Library,VDJ T,Fastq ID,HjqdPU0E_aGDmEY5F_tcr,Q30 UMI,96.4%
Library,VDJ T,Fastq ID,HjqdPU0E_aGDmEY5F_tcr,Q30 barcodes,96.7%
Library,VDJ T,Fastq ID,HjqdPU0E_aGDmEY5F_tcr (2),Number of reads,"32,099,953"
Library,VDJ T,Fastq ID,HjqdPU0E_aGDmEY5F_tcr (2),Number of short reads skipped,0
Library,VDJ T,Fastq ID,HjqdPU0E_aGDmEY5F_tcr (2),Q30 RNA read,92.6%
Library,VDJ T,Fastq ID,HjqdPU0E_aGDmEY5F_tcr (2),Q30 UMI,96.5%
Library,VDJ T,Fastq ID,HjqdPU0E_aGDmEY5F_tcr (2),Q30 barcodes,96.8%
Library,VDJ T,Physical library ID,VDJT_1,Estimated number of cells,720
Library,VDJ T,Physical library ID,VDJT_1,Fraction reads in cells,29.75%
Library,VDJ T,Physical library ID,VDJT_1,Mean reads per cell,"88,674"
Library,VDJ T,Physical library ID,VDJT_1,Mean used reads per cell,"16,313"
Library,VDJ T,Physical library ID,VDJT_1,Number of reads,"63,845,576"
Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to TRA,24.42%
Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to TRB,30.27%
Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to any V(D)J gene,55.13%
Library,VDJ T,Physical library ID,VDJT_1,Valid barcodes,81.16%
Sample,Antibody Capture,,,Antibody reads usable per cell,"1,899"
Sample,Antibody Capture,,,Cells,"3,166"
Sample,Antibody Capture,,,Median UMI counts per cell,811
Sample,Gene Expression,,,Cells,"3,166"
Sample,Gene Expression,,,Confidently mapped antisense,11.03%
Sample,Gene Expression,,,Confidently mapped to exonic regions,56.77%
Sample,Gene Expression,,,Confidently mapped to genome,89.17%
Sample,Gene Expression,,,Confidently mapped to intergenic regions,21.28%
Sample,Gene Expression,,,Confidently mapped to intronic regions,11.12%
Sample,Gene Expression,,,Confidently mapped to transcriptome,44.23%
Sample,Gene Expression,,,Mapped to genome,96.33%
Sample,Gene Expression,,,Median UMI counts per cell,"1,002"
Sample,Gene Expression,,,Median genes per cell,492
Sample,Gene Expression,,,Median reads per cell,"17,461"
Sample,Gene Expression,,,Number of reads assigned to the sample,"81,378,303"
Sample,Gene Expression,,,Total genes detected,"17,451"
Sample,VDJ B,,,Cells with productive IGH contig,86.28%
Sample,VDJ B,,,Cells with productive IGK contig,55.47%
Sample,VDJ B,,,Cells with productive IGL contig,30.02%
Sample,VDJ B,,,"Cells with productive V-J spanning (IGK, IGH) pair",44.93%
Sample,VDJ B,,,"Cells with productive V-J spanning (IGL, IGH) pair",26.84%
Sample,VDJ B,,,Cells with productive V-J spanning pair,70.78%
Sample,VDJ B,,,Estimated number of cells,503
Sample,VDJ B,,,Median IGH UMIs per Cell,10
Sample,VDJ B,,,Median IGK UMIs per Cell,50
Sample,VDJ B,,,Median IGL UMIs per Cell,34
Sample,VDJ B,,,Number of cells with productive V-J spanning pair,356
Sample,VDJ B,,,Paired clonotype diversity,443.10
Sample,VDJ T,,,Cells with productive TRA contig,89.44%
Sample,VDJ T,,,Cells with productive TRB contig,99.31%
Sample,VDJ T,,,"Cells with productive V-J spanning (TRA, TRB) pair",88.75%
Sample,VDJ T,,,Cells with productive V-J spanning pair,88.75%
Sample,VDJ T,,,Estimated number of cells,720
Sample,VDJ T,,,Median TRA UMIs per Cell,7
Sample,VDJ T,,,Median TRB UMIs per Cell,20
Sample,VDJ T,,,Number of cells with productive V-J spanning pair,639
Sample,VDJ T,,,Paired clonotype diversity,691.20
