Library or Sample,Library Type,Grouped By,Group Name,Metric Name,Metric Value
Library,VDJ B,Physical library ID,VDJB_1,Valid barcodes,86.47%
Library,VDJ T,Fastq ID,uqJAc4r9_BYScOzxA_tcr,Number of reads,"33,788,678"
Library,VDJ T,Fastq ID,uqJAc4r9_BYScOzxA_tcr,Number of short reads skipped,0
Library,VDJ T,Fastq ID,uqJAc4r9_BYScOzxA_tcr,Q30 RNA read,92.7%
Library,VDJ T,Fastq ID,uqJAc4r9_BYScOzxA_tcr,Q30 UMI,95.5%
Library,VDJ T,Fastq ID,uqJAc4r9_BYScOzxA_tcr,Q30 barcodes,96.0%
Library,VDJ T,Fastq ID,uqJAc4r9_BYScOzxA_tcr (2),Number of reads,"34,137,088"
Library,VDJ T,Fastq ID,uqJAc4r9_BYScOzxA_tcr (2),Number of short reads skipped,0
Library,VDJ T,Fastq ID,uqJAc4r9_BYScOzxA_tcr (2),Q30 RNA read,92.6%
Library,VDJ T,Fastq ID,uqJAc4r9_BYScOzxA_tcr (2),Q30 UMI,95.6%
Library,VDJ T,Fastq ID,uqJAc4r9_BYScOzxA_tcr (2),Q30 barcodes,96.1%
Library,VDJ T,Physical library ID,VDJT_1,Estimated number of cells,297
Library,VDJ T,Physical library ID,VDJT_1,Fraction reads in cells,9.66%
Library,VDJ T,Physical library ID,VDJT_1,Mean reads per cell,"228,706"
Library,VDJ T,Physical library ID,VDJT_1,Mean used reads per cell,"8,452"
Library,VDJ T,Physical library ID,VDJT_1,Number of reads,"67,925,766"
Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to TRA,4.93%
Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to TRB,8.18%
Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to any V(D)J gene,17.33%
Library,VDJ T,Physical library ID,VDJT_1,Valid barcodes,69.09%
Sample,Antibody Capture,,,Antibody reads usable per cell,"1,409"
Sample,Antibody Capture,,,Cells,"3,125"
Sample,Antibody Capture,,,Median UMI counts per cell,"1,010"
Sample,Gene Expression,,,Cells,"3,125"
Sample,Gene Expression,,,Confidently mapped antisense,11.68%
Sample,Gene Expression,,,Confidently mapped to exonic regions,55.09%
Sample,Gene Expression,,,Confidently mapped to genome,86.95%
Sample,Gene Expression,,,Confidently mapped to intergenic regions,15.71%
Sample,Gene Expression,,,Confidently mapped to intronic regions,16.15%
Sample,Gene Expression,,,Confidently mapped to transcriptome,41.77%
Sample,Gene Expression,,,Mapped to genome,92.98%
Sample,Gene Expression,,,Median UMI counts per cell,"1,217"
Sample,Gene Expression,,,Median genes per cell,630
Sample,Gene Expression,,,Median reads per cell,"19,511"
Sample,Gene Expression,,,Number of reads assigned to the sample,"93,239,707"
Sample,Gene Expression,,,Total genes detected,"17,943"
Sample,VDJ B,,,Cells with productive IGH contig,95.28%
Sample,VDJ B,,,Cells with productive IGK contig,36.80%
Sample,VDJ B,,,Cells with productive IGL contig,35.74%
Sample,VDJ B,,,"Cells with productive V-J spanning (IGK, IGH) pair",34.01%
Sample,VDJ B,,,"Cells with productive V-J spanning (IGL, IGH) pair",33.82%
Sample,VDJ B,,,Cells with productive V-J spanning pair,67.73%
Sample,VDJ B,,,Estimated number of cells,"1,038"
Sample,VDJ B,,,Median IGH UMIs per Cell,16
Sample,VDJ B,,,Median IGK UMIs per Cell,29
Sample,VDJ B,,,Median IGL UMIs per Cell,20
Sample,VDJ B,,,Number of cells with productive V-J spanning pair,703
Sample,VDJ B,,,Paired clonotype diversity,938.54
Sample,VDJ T,,,Cells with productive TRA contig,63.30%
Sample,VDJ T,,,Cells with productive TRB contig,98.65%
Sample,VDJ T,,,"Cells with productive V-J spanning (TRA, TRB) pair",61.95%
Sample,VDJ T,,,Cells with productive V-J spanning pair,61.95%
Sample,VDJ T,,,Estimated number of cells,297
Sample,VDJ T,,,Median TRA UMIs per Cell,7
Sample,VDJ T,,,Median TRB UMIs per Cell,22
Sample,VDJ T,,,Number of cells with productive V-J spanning pair,184
Sample,VDJ T,,,Paired clonotype diversity,283.63
