Library or Sample,Library Type,Grouped By,Group Name,Metric Name,Metric Value
Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (4),Q30 RNA read,91.8%
Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (4),Q30 UMI,97.4%
Library,VDJ T,Fastq ID,WToIzInl_LudU7hVX_tcr (4),Q30 barcodes,97.3%
Library,VDJ T,Physical library ID,VDJT_1,Estimated number of cells,316
Library,VDJ T,Physical library ID,VDJT_1,Fraction reads in cells,24.52%
Library,VDJ T,Physical library ID,VDJT_1,Mean reads per cell,"393,738"
Library,VDJ T,Physical library ID,VDJT_1,Mean used reads per cell,"27,904"
Library,VDJ T,Physical library ID,VDJT_1,Number of reads,"124,421,241"
Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to TRA,12.39%
Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to TRB,14.08%
Library,VDJ T,Physical library ID,VDJT_1,Reads mapped to any V(D)J gene,26.70%
Library,VDJ T,Physical library ID,VDJT_1,Valid barcodes,76.34%
Sample,Antibody Capture,,,Antibody reads usable per cell,942
Sample,Antibody Capture,,,Cells,"1,855"
Sample,Antibody Capture,,,Median UMI counts per cell,489
Sample,Gene Expression,,,Cells,"1,855"
Sample,Gene Expression,,,Confidently mapped antisense,8.13%
Sample,Gene Expression,,,Confidently mapped to exonic regions,52.77%
Sample,Gene Expression,,,Confidently mapped to genome,87.08%
Sample,Gene Expression,,,Confidently mapped to intergenic regions,19.46%
Sample,Gene Expression,,,Confidently mapped to intronic regions,14.84%
Sample,Gene Expression,,,Confidently mapped to transcriptome,43.06%
Sample,Gene Expression,,,Mapped to genome,93.58%
Sample,Gene Expression,,,Median UMI counts per cell,701
Sample,Gene Expression,,,Median genes per cell,387
Sample,Gene Expression,,,Median reads per cell,"14,390"
Sample,Gene Expression,,,Number of reads assigned to the sample,"40,554,345"
Sample,Gene Expression,,,Total genes detected,"15,558"
Sample,VDJ B,,,Cells with productive IGH contig,89.87%
Sample,VDJ B,,,Cells with productive IGK contig,50.00%
Sample,VDJ B,,,Cells with productive IGL contig,50.65%
Sample,VDJ B,,,"Cells with productive V-J spanning (IGK, IGH) pair",43.97%
Sample,VDJ B,,,"Cells with productive V-J spanning (IGL, IGH) pair",46.55%
Sample,VDJ B,,,Cells with productive V-J spanning pair,87.28%
Sample,VDJ B,,,Estimated number of cells,464
Sample,VDJ B,,,Median IGH UMIs per Cell,12
Sample,VDJ B,,,Median IGK UMIs per Cell,41
Sample,VDJ B,,,Median IGL UMIs per Cell,52
Sample,VDJ B,,,Number of cells with productive V-J spanning pair,405
Sample,VDJ B,,,Paired clonotype diversity,454.21
Sample,VDJ T,,,Cells with productive TRA contig,89.24%
Sample,VDJ T,,,Cells with productive TRB contig,98.10%
Sample,VDJ T,,,"Cells with productive V-J spanning (TRA, TRB) pair",87.34%
Sample,VDJ T,,,Cells with productive V-J spanning pair,87.34%
Sample,VDJ T,,,Estimated number of cells,316
Sample,VDJ T,,,Median TRA UMIs per Cell,7
Sample,VDJ T,,,Median TRB UMIs per Cell,16
Sample,VDJ T,,,Number of cells with productive V-J spanning pair,276
Sample,VDJ T,,,Paired clonotype diversity,316.00
